relative_path,person,label,filename,bytes,sha256,width,height,fps,duration
P02/Đi đâu/003.MOV,P02,Đi đâu,003.MOV,5159944,0043341bade779d8bc8e3cba8c65b7f1991f0fc8957dcd4a03913c7349975227,1920,1080,59.9706,3.4017
P02/Đi đâu/004.MOV,P02,Đi đâu,004.MOV,5636829,0cc3f26e6b93777630214f49178dcaf93bfebd4a04b0d9507a05236e66a40f4a,1920,1080,59.9731,3.7183
P02/Đi đâu/005.MOV,P02,Đi đâu,005.MOV,6486468,8b043f540217dd14c467c7d94b1349a3e5ed0c00ec3898889f9afeca822c2ea8,1920,1080,59.9533,4.2867
P02/Đi đâu/006.MOV,P02,Đi đâu,006.MOV,5311746,96fc440e0f6bfd3f1a19b9ab77e9e659a612534d634d9b4a65ad41e7326d0508,1920,1080,59.9714,3.5017
P02/Được không/001.MOV,P02,Được không,001.MOV,7985137,2470b646f20fa5f93293aff51c7fd43fd414f1765c278cc63c1f345121b8976c,1920,1080,59.9613,5.17
P02/Được không/002.MOV,P02,Được không,002.MOV,8634298,4a6ce5f5a12a55373483e4b9ef5fe0ccc93ce86c9fd08bdca3a3cbc0a9c03384,1920,1080,59.9644,5.62
P02/Được không/003.MOV,P02,Được không,003.MOV,6821993,86be2f8b674354c9d90428f83e558210ab013b43fd310c756740466adbd3d0a1,1920,1080,59.9551,4.4533
P02/Được không/004.MOV,P02,Được không,004.MOV,6402454,2362cc47e7e3e58522ee4d1b8ef561510404efedb1268b97558eca4274fb9d5b,1920,1080,59.952,4.17
P02/Được không/005.MOV,P02,Được không,005.MOV,7819235,0b0308028c525177f3a31c8ae3401b3706672cc10de6bc0c4c88ab454d614045,1920,1080,59.9608,5.1033
P02/Được không/006.MOV,P02,Được không,006.MOV,6876348,690e68c2aab341235b313be795b0891e0a62420c39a2b952d4c04eb42ce8c73a,1920,1080,59.9556,4.5033
P03/Bạn có cần giúp đỡ không/001.mov,P03,Bạn có cần giúp đỡ không,001.mov,6881350,9903f4fff6729ef944a00419b3018a5dfe0a67c1cd1bfe04ce427f0268a72dad,1920,1080,59.9566,4.6033
P03/Bạn có cần giúp đỡ không/002.mov,P03,Bạn có cần giúp đỡ không,002.mov,7176690,23eef364c92588ec62a0d77aa000dcc08347a07be31894e2e7beddd3c658e73e,1920,1080,59.9579,4.7533
P03/Bạn có cần giúp đỡ không/003.mov,P03,Bạn có cần giúp đỡ không,003.mov,6223944,782583f43fd5cd4e90e141c89a4cb4387abcda9d9f929963d9e77c385b5bbe99,1920,1080,59.9517,4.1367
P03/Bạn có cần giúp đỡ không/004.mov,P03,Bạn có cần giúp đỡ không,004.mov,6952976,7ea05979cc4e7da73509ac78ac7d437cc33341340eace7857a82759bd093fe1b,1920,1080,59.957,4.6533
P03/Bạn có cần giúp đỡ không/005.mov,P03,Bạn có cần giúp đỡ không,005.mov,9037234,d22cd685f3d9809aaea6b1929d277d962bcbcbaf68d70bd93c069e0f8ef18f6f,1920,1080,59.9665,5.97
P03/Bạn có cần giúp đỡ không/006.mov,P03,Bạn có cần giúp đỡ không,006.mov,9552966,4eebe839dec6c972729bbe1ae7010873320999978ab554ddf8cd1162dc02f6b8,1920,1080,59.9683,6.3033
P03/Bạn có vấn đề gì không/001.mov,P03,Bạn có vấn đề gì không,001.mov,7935099,a08a1232de09cba907314e671e9acd5ba8a4691c12a3f582e6322f4933d70987,1920,1080,59.9619,5.2533
P03/Bạn có vấn đề gì không/002.mov,P03,Bạn có vấn đề gì không,002.mov,6854931,b20d5860e7de77b009358213c58f5a07a7ebd7fd5d413518375a05ea42dd02ac,1920,1080,59.9561,4.5533
P03/Bạn có vấn đề gì không/003.mov,P03,Bạn có vấn đề gì không,003.mov,6803667,631bd615c47841ab467015dc1ea9638ccc69776a7c01226d097f707c51e5f0cd,1920,1080,59.9558,4.52
P03/Bạn có vấn đề gì không/004.mov,P03,Bạn có vấn đề gì không,004.mov,6347505,f1c958e0c919782800353d09174c6eee1729934ff962915adde07d7d9e849d72,1920,1080,59.9524,4.2033
P03/Bạn có vấn đề gì không/005.mov,P03,Bạn có vấn đề gì không,005.mov,7677122,7c4bb92a0c62a6089b75533f484a0eb1c5262e248fc8be179c870adbeedb10dc,1920,1080,59.9606,5.07
P03/Bạn có vấn đề gì không/006.mov,P03,Bạn có vấn đề gì không,006.mov,8899044,a566ef5a13fb2823e08316779260cceb84782d5725290b7ec47a3f44de318229,1920,1080,59.9659,5.87
P03/Bạn quê ở đâu/001.mov,P03,Bạn quê ở đâu,001.mov,8005831,066bdd7eb2e36162466c4aeb5011895cde47eeccebe64d906bf1d3770de0a04c,1920,1080,59.963,5.4033
P03/Bạn quê ở đâu/002.mov,P03,Bạn quê ở đâu,002.mov,8552186,51debfcb319468a02aef34a6e0d0e9d3ff05dc224ff3675385cec016b9aeb691,1920,1080,59.965,5.72
P03/Bạn quê ở đâu/003.mov,P03,Bạn quê ở đâu,003.mov,9486866,a9de5f38773c1f8ff7346ec04e8f9946a3a0e8b1cc2e8c7fd92f3e77d1d096c2,1920,1080,59.9686,6.37
P03/Bạn quê ở đâu/004.mov,P03,Bạn quê ở đâu,004.mov,7054096,cae682aba1a920065c56d1dbe62aa153a4516b748e595afdff28bbb77917f1ca,1920,1080,59.9576,4.72
P03/Bạn quê ở đâu/005.mov,P03,Bạn quê ở đâu,005.mov,10515093,594ef7c9e0b301ac803fb39dde70cea793f563ebb95a3c368c5dbfeabde989f5,1920,1080,59.9575,7.055
P03/Bạn quê ở đâu/006.mov,P03,Bạn quê ở đâu,006.mov,11173885,996733b92c9e7af412c76565ba1789a43942d79c39953a4d32120e1a843ec731,1920,1080,59.9599,7.4883
P03/Bạn tên gì/001.mov,P03,Bạn tên gì,001.mov,7376073,404d1a6394b0d9fd448310c1b4beedb6b2985c32a27f2bc4c87021e0e9ef6d0d,1920,1080,59.9586,4.8367
P03/Bạn tên gì/002.mov,P03,Bạn tên gì,002.mov,7349879,d615391f5a0daa14441c4f848895e068ca0f0b294ff6c682a464d72e86d14b30,1920,1080,59.9586,4.8367
P03/Bạn tên gì/003.mov,P03,Bạn tên gì,003.mov,6621295,e31ad3d51fdaa8461bd1d5677f815eb7e4b390812d8df2de93d4ff78746802b8,1920,1080,59.9548,4.42
P03/Bạn tên gì/004.mov,P03,Bạn tên gì,004.mov,7088322,98a5f4e8b6fc45dd96739b6cb1d915255588dd0a1a3605b399da9d687a15ca12,1920,1080,59.9573,4.6867
P03/Bạn tên gì/005.mov,P03,Bạn tên gì,005.mov,9896848,f880717a688446274067032d4ab312f2b231f0e278594bb6cd60a8d0bc09fd42,1920,1080,59.9695,6.5533
P03/Bạn tên gì/006.mov,P03,Bạn tên gì,006.mov,9173470,b60b2cf5f05a3db3cc2ee25a9d0080fb6e813926b90b5e857477881409a2818b,1920,1080,59.9673,6.12
P03/Bạn đang làm gì/001.mov,P03,Bạn đang làm gì,001.mov,6560498,7f95ca00f1efc335d3542ce5ac6abd2807bfe5fe93658d470eb0a5a136d50d8c,1920,1080,59.9542,4.37
P03/Bạn đang làm gì/002.mov,P03,Bạn đang làm gì,002.mov,6788667,d4f202f10b8861ce849f3de2c1ca62977c7ab5daa335c387680bb73259d41937,1920,1080,59.9556,4.5033
P03/Bạn đang làm gì/003.mov,P03,Bạn đang làm gì,003.mov,5556422,3c980f0b68905a07846a68d2c7115bd6ab8d881ef8dee0b2683cfd020ee43807,1920,1080,59.9729,3.685
P03/Bạn đang làm gì/004.mov,P03,Bạn đang làm gì,004.mov,6141721,c8521f9fa6622d2de1a534e6f07e8c70482e6b2d78304a3f313073dd9534d93c,1920,1080,59.9754,4.0683
P03/Bạn đang làm gì/005.mov,P03,Bạn đang làm gì,005.mov,7988875,47c75e51546bef797b42faabb5f566830b20d88c8dde78d9556e12c09682026f,1920,1080,59.9624,5.32
P03/Bạn đang làm gì/006.mov,P03,Bạn đang làm gì,006.mov,8402326,50b9fa708fb9266322f2fd01d49e93e2cbcd17bd521db3e4c2d561b33ac3b05b,1920,1080,59.9643,5.6033
P03/Chuyện gì/001.mov,P03,Chuyện gì,001.mov,4743810,cd6174a1881ef073066b50c1f62cf54575033773e90e972774c07c9c3acac58f,1920,1080,59.9676,3.085
P03/Chuyện gì/002.mov,P03,Chuyện gì,002.mov,6213679,1ff41252212805243c7d46d31897fd77b0a6f02d4fc4602b04d740eb4c4cdd8d,1920,1080,59.9753,4.0517
P03/Chuyện gì/003.mov,P03,Chuyện gì,003.mov,5352251,598bcf70d4204a8cd511c733e267fe5bb1aaef31eab37326e401f8724e4a4e9c,1920,1080,59.9716,3.5183
P03/Chuyện gì/004.mov,P03,Chuyện gì,004.mov,5124030,560292c0d54190e5bc7eaf706f3959403ff4ad2bf3e28fb4d23af19180d86251,1920,1080,59.9702,3.3517
P03/Chuyện gì/005.mov,P03,Chuyện gì,005.mov,6102073,0cc8f0c2431cfaf6c4d976e8d68cc85a0e6ebec7f1854640d1cff984e97a3d36,1920,1080,59.9749,3.985
P03/Chuyện gì/006.mov,P03,Chuyện gì,006.mov,6100787,618b3af4db723bb121c7e0d3ba93214e1101d0991ad848281e4dcf52ae357d06,1920,1080,59.9748,3.9683
P03/Cảm ơn/001.mov,P03,Cảm ơn,001.mov,5836159,b4ccd0c12ed6d561d03a56e3df69703de16e4b039549b610e8f182c3420197db,1920,1080,59.9736,3.785
P03/Cảm ơn/002.mov,P03,Cảm ơn,002.mov,5846389,095439a82bcbd80b61d3269cad9db4b8d9f70d430940d9398c4ff25ca39fd947,1920,1080,59.9737,3.8017
P03/Cảm ơn/003.mov,P03,Cảm ơn,003.mov,6370459,e979b0ec38770e6ffffdb5ad138862a915c85f16ab25ddc9d500da1a1c7a806d,1920,1080,59.9522,4.1867
P03/Cảm ơn/004.mov,P03,Cảm ơn,004.mov,5119719,1b386d9dbc043ff0b4e405e8ea80be4e7c2f456d91562c7fc37b425a58fb6aaf,1920,1080,59.9702,3.3517
P03/Cảm ơn/005.mov,P03,Cảm ơn,005.mov,7025495,f5baa8ea1a824622cf074fbdfdb305cf3ea64a17b8c6c23a775a7084c811547a,1920,1080,59.9566,4.6033
P03/Cảm ơn/006.mov,P03,Cảm ơn,006.mov,8107691,2965b1f708886d0f270e40a48e743bbb9e8c17fc666ae33e5608e164cee566e4,1920,1080,59.962,5.27
P03/Gọi xe cứu thương/001.mov,P03,Gọi xe cứu thương,001.mov,7721082,ed4000b3fd7bfab2606f1c0c81d76d7f9f7348a6f1a15fcd16ee41aabe53a9da,1920,1080,59.9609,5.12
P03/Gọi xe cứu thương/002.mov,P03,Gọi xe cứu thương,002.mov,8050739,c42dbd14a7d674f722165ef22df02e9a1ec504b1832f21c18e87bbe906953fde,1920,1080,59.9626,5.3533
P03/Gọi xe cứu thương/003.mov,P03,Gọi xe cứu thương,003.mov,6663408,2431f9762197b28e04c7a1e26ac713acd18941dfb98275c41da5d0bfa88aaeb6,1920,1080,59.9549,4.4367
P03/Gọi xe cứu thương/004.mov,P03,Gọi xe cứu thương,004.mov,5619688,627373997e8c03a96e9cdbe231ae56791938ef7f38a6dfb34f41a492bc474740,1920,1080,59.9732,3.735
P03/Gọi xe cứu thương/005.mov,P03,Gọi xe cứu thương,005.mov,9802924,e6b42b5df95296b412d7d741f0c12c226d110e91562df4a03f1088766728f7f1,1920,1080,59.9693,6.52
P03/Gọi xe cứu thương/006.mov,P03,Gọi xe cứu thương,006.mov,10374467,6a73e92eabc7d64346bc0d7b74a1cb030ca8cbce08f94004de17d6042a9f11ec,1920,1080,59.9562,6.855
P03/Hôm nay bạn khỏe không/001.mov,P03,Hôm nay bạn khỏe không,001.mov,8099974,31fdbf26eb4913fdf74c92f006f605adde8e909fad8fbcc0ff111e7bd46122fd,1920,1080,59.9628,5.37
P03/Hôm nay bạn khỏe không/002.mov,P03,Hôm nay bạn khỏe không,002.mov,8614270,5a9ea4eb01b7a350dfabf20b0928d12c947cfb67b99414e49f38fcf653f2667f,1920,1080,59.9647,5.67
P03/Hôm nay bạn khỏe không/003.mov,P03,Hôm nay bạn khỏe không,003.mov,6980362,0e0e70dc5c8ae830e825284b07bbd352fc2d5f5789e97195c02ac7fa50616d08,1920,1080,59.9569,4.6367
P03/Hôm nay bạn khỏe không/004.mov,P03,Hôm nay bạn khỏe không,004.mov,7168240,a7470727c1b9d4d5b4667f0a65b0a1315f1f8d90f1e860139f7512734d6be6a2,1920,1080,59.9576,4.72
P03/Hôm nay bạn khỏe không/005.mov,P03,Hôm nay bạn khỏe không,005.mov,9190366,5b7da21c5abd7b7abca678908b5033e2bf70dbb11f9d69cbac0102cb271787a3,1920,1080,59.9671,6.0867
P03/Hôm nay bạn khỏe không/006.mov,P03,Hôm nay bạn khỏe không,006.mov,9466328,b222e961157252f6b14122ea5b202e5bcbc35f67fe9c2dbaf1c9e2cdd819f19b,1920,1080,59.9681,6.27
P03/Lâu rồi không gặp/001.mov,P03,Lâu rồi không gặp,001.mov,8547794,796985b8b8b1dce97a368bb96dd4fe080d9d7303fd3f41725dbf581820e62940,1920,1080,59.9642,5.5867
P03/Lâu rồi không gặp/002.mov,P03,Lâu rồi không gặp,002.mov,7451905,3a3f76cf9eefddbe9046045439d68f53db8e9603f6248c62925f1ec84d56993d,1920,1080,59.9586,4.8367
P03/Lâu rồi không gặp/003.mov,P03,Lâu rồi không gặp,003.mov,6466925,bc4df2619fdf6caa59d566c1a89e736b30c65ef1cbb9969808683a175a5b629c,1920,1080,59.9526,4.22
P03/Lâu rồi không gặp/004.mov,P03,Lâu rồi không gặp,004.mov,6147402,feda982518531aaaaf52ab7fa702adf94508bdf141b15af4675b5261dd8cfbdd,1920,1080,59.9748,3.9683
P03/Lâu rồi không gặp/005.mov,P03,Lâu rồi không gặp,005.mov,8855932,c8b99122ad381f76f3fc4de90b1e1071b206d065ce8f140471c5e182d4298e26,1920,1080,59.9651,5.7367
P03/Lâu rồi không gặp/006.mov,P03,Lâu rồi không gặp,006.mov,9109142,0e3331749aa6697cca37f8e8e5e7062f7e52d33ea6e84fe429737ec6650e087e,1920,1080,59.9662,5.92
P03/Mấy tuổi/001.mov,P03,Mấy tuổi,001.mov,5923831,c71e30109dd3faa6a98e2e476e160bd7854c18b4b270028893ebe1681ff95301,1920,1080,59.9738,3.8183
P03/Mấy tuổi/002.mov,P03,Mấy tuổi,002.mov,6073070,0ddf2ca72ee7e6d2a692cef6fe3be26d285b90e3145388d96ea3a37f6abd7d12,1920,1080,59.9746,3.935
P03/Mấy tuổi/003.mov,P03,Mấy tuổi,003.mov,5832109,3e0f132a892ffb56daa7f54d17f8547598152fea353f7eb0b1753f085869e797,1920,1080,59.9733,3.7517
P03/Mấy tuổi/004.mov,P03,Mấy tuổi,004.mov,6627544,d7153328d92fb788d5a4f99a18b34e83376a5340328f220891cf5cc3c0bd2bdf,1920,1080,59.9537,4.32
P03/Mấy tuổi/005.mov,P03,Mấy tuổi,005.mov,7765033,a3e4901b1f78100cc9a639a372596d1064d9c706b3500ff862fd9af6ee1fda88,1920,1080,59.9606,5.07
P03/Mấy tuổi/006.mov,P03,Mấy tuổi,006.mov,8355499,cd1a9757b5e7a4deb60f368d7256284bf912edd5f71058a0467cf784a57603dd,1920,1080,59.9633,5.4533
P03/Như thế nào/001.mov,P03,Như thế nào,001.mov,5037435,eac524d4e8b4d0c6faf031d7dcbbf54b8755da068431d71b4869f6bde19902fe,1920,1080,59.9696,3.285
P03/Như thế nào/002.mov,P03,Như thế nào,002.mov,5582598,255c2d9c1b10f821e8c7666f96b5ebcc4b513eba523315dae1142fdaf34d4d21,1920,1080,59.9725,3.635
P03/Như thế nào/003.mov,P03,Như thế nào,003.mov,4921327,bb0eb895f307a17b5f5ae02b5aa77a6afffe7204944e9867c7e6b48087c96b77,1920,1080,59.9688,3.2017
P03/Như thế nào/004.mov,P03,Như thế nào,004.mov,5661187,a93ce82358306a15d15c6e3b3a94f3534dbe5de639adf6e9c72579dafc803714,1920,1080,59.973,3.7017
P03/Như thế nào/005.mov,P03,Như thế nào,005.mov,7696480,cb908b957e0064a10b6d73ba40c92bfe65aa42485a108e95d52e021cd8ac202d,1920,1080,59.9602,5.02
P03/Như thế nào/006.mov,P03,Như thế nào,006.mov,6902984,2241e9eaf19414196ae6e051ae03e85d203c4e08dcd1a504a3d18b4e09848f2c,1920,1080,59.9558,4.52
P03/Rất vui được gặp bạn/001.mov,P03,Rất vui được gặp bạn,001.mov,6050918,9783431c30c51bec833f3fb9367fc44aaec4f3e818ad95de7897821294bd153d,1920,1080,59.9747,3.9517
P03/Rất vui được gặp bạn/002.mov,P03,Rất vui được gặp bạn,002.mov,6232735,d48a16e5b94837570412af7f10a2ad936b9ed571ef8201a44212ed5209a72653,1920,1080,59.9511,4.0867
P03/Rất vui được gặp bạn/003.mov,P03,Rất vui được gặp bạn,003.mov,5101204,6334edbd3aa4282163bff891cdb42dd25fd34e866b89a4068161712372758e76,1920,1080,59.9699,3.3183
P03/Rất vui được gặp bạn/004.mov,P03,Rất vui được gặp bạn,004.mov,5431753,c30f1cc8cf8a5726d438cd0a5faef136d0526348e1d406787dd6a90dc3884241,1920,1080,59.9718,3.5517
P03/Rất vui được gặp bạn/005.mov,P03,Rất vui được gặp bạn,005.mov,7763932,e37d99fba6318e440c33346d7fcdb7d736ce35fbbe1e363195d283a811ee5a9d,1920,1080,59.9607,5.0867
P03/Rất vui được gặp bạn/006.mov,P03,Rất vui được gặp bạn,006.mov,8127331,f602df6405a668c13226cec59ec300a6258898aef2c4ab3862b812d559d362cb,1920,1080,59.9624,5.32
P03/Sao thế/001.mov,P03,Sao thế,001.mov,4479917,3e002b321d255e654a09cd0ff2914233234996cdd05ef09a0d3f2369b4be0cb2,1920,1080,59.9657,2.9183
P03/Sao thế/002.mov,P03,Sao thế,002.mov,5318876,aa297f9bb9285896fae28a211e134e1ef985bc982691709a804a56e75266caa6,1920,1080,59.9716,3.5183
P03/Sao thế/003.mov,P03,Sao thế,003.mov,4783517,ed7405fe51f5b23a12e8e284314f7e31ce62e67581f2f7569014869534ed64a6,1920,1080,59.9683,3.1517
P03/Sao thế/004.mov,P03,Sao thế,004.mov,4874586,87d9fc9bd274ab77d6151e4388d562e1ab1e4e28d6eb711c6e9185fbbdcc5a98,1920,1080,59.9689,3.2183
P03/Sao thế/005.mov,P03,Sao thế,005.mov,5884277,5eed0fb5881a15932828e46791406f61fb8b712a15a72048d1eb24b636a8fe4e,1920,1080,59.9741,3.8683
P03/Sao thế/006.mov,P03,Sao thế,006.mov,6088469,ce8e00ce449951226cc5cd9351068f9581404ee7dd0abe207462fabbbd6cc450,1920,1080,59.9751,4.0183
P03/Siêu thị/001.mov,P03,Siêu thị,001.mov,4009691,3d1f73afbd2e34b4d3fff73f53c307cc1d784dd0f3f159ac31a8a7d65671fb15,1920,1080,59.9618,2.6183
P03/Siêu thị/002.mov,P03,Siêu thị,002.mov,4812032,daaa007f1a8d542e80c3e4c1d271fdd65aedae9854bc6c957ce871b233ba2219,1920,1080,59.9679,3.1183
P03/Siêu thị/003.mov,P03,Siêu thị,003.mov,5201679,4b9f3e406dc304cc3f2d9fe9722ce1cfa5ed5c8811164c62e3b2bd4c6b3e797c,1920,1080,59.9703,3.3683
P03/Siêu thị/004.mov,P03,Siêu thị,004.mov,4677836,8cdf011b53490aef311639937fae7932fb041d12678aeb83f7831f1f1d0a2982,1920,1080,59.9669,3.0183
P03/Siêu thị/005.mov,P03,Siêu thị,005.mov,6121696,1a5e295896a0675796703d2dc2cf93e9405257be02cb5328853190de23164320,1920,1080,59.9748,3.9683
P03/Siêu thị/006.mov,P03,Siêu thị,006.mov,6550356,af848c5b011a4abee21f4e8988cfa85af9fdc75119e29fc4b416d671b09b1aad,1920,1080,59.9533,4.2867
P03/Tôi bình thường/001.mov,P03,Tôi bình thường,001.mov,5601481,fbcba9f0c20a99aadff313116e46c433648a91e1fb5464dea2e1881f9b615104,1920,1080,59.973,3.7017
P03/Tôi bình thường/002.mov,P03,Tôi bình thường,002.mov,6281538,41459d2733442437b754dbb46b8b5d2e36e7d0ef23c388e063763fcbdd8b51ae,1920,1080,59.9517,4.1367
P03/Tôi bình thường/003.mov,P03,Tôi bình thường,003.mov,7058428,b28279d5924e525a90766ec477066e729e88d2c2b624e9e0aff3055fcb886a3c,1920,1080,59.9572,4.67
P03/Tôi bình thường/004.mov,P03,Tôi bình thường,004.mov,5252490,3603d067d7f18fd46c02b62e02aa961dd6c95c6c0520cd000d8c9e676093c9f9,1920,1080,59.9709,3.435
P03/Tôi bình thường/005.mov,P03,Tôi bình thường,005.mov,8378787,b240adbc7c1a28c44ec30203feafcf11f65151b7248880e7787867fade378e83,1920,1080,59.9638,5.52
P03/Tôi bình thường/006.mov,P03,Tôi bình thường,006.mov,8531067,086d45854e24a34fe6af221a56abc8059393dc465f1450c1b1d8cb0aff1513fc,1920,1080,59.9642,5.5867
P03/Tôi không khỏe/001.mov,P03,Tôi không khỏe,001.mov,6935105,181be2932f60fe062ed711743db25df16880d7ff03aef27f3687e2f097948c49,1920,1080,59.9567,4.62
P03/Tôi không khỏe/002.mov,P03,Tôi không khỏe,002.mov,7380266,68207cb261506e9d9b467e7f7d2a8721f87eba06c9385c71659d588238449ae1,1920,1080,59.9586,4.8367
P03/Tôi không khỏe/003.mov,P03,Tôi không khỏe,003.mov,7178073,36e5725f26f0e15dde174ad1a8dcb8620c75e923926e4d509177218534906547,1920,1080,59.9575,4.7033
P03/Tôi không khỏe/004.mov,P03,Tôi không khỏe,004.mov,5997558,b1e2f20de431d57391b69085cbaa94f77f6aa1f25db924e4bb484202c78115b9,1920,1080,59.9746,3.935
P03/Tôi không khỏe/005.mov,P03,Tôi không khỏe,005.mov,8767146,db1f478cd48e1622f6bf5d714ac737ba076b335732b274d29c00140f843b1f29,1920,1080,59.9653,5.77
P03/Tôi không khỏe/006.mov,P03,Tôi không khỏe,006.mov,8399346,706c10813b3f4d1414a115175334a97b338a46673e43643c384529b157a4d416,1920,1080,59.9641,5.57
P03/Tôi khỏe/001.mov,P03,Tôi khỏe,001.mov,5247005,6d708b51679183e660d45fb6d77fce2feeb4265225f8bd595674f5a056891d7b,1920,1080,59.9713,3.485
P03/Tôi khỏe/002.mov,P03,Tôi khỏe,002.mov,5950120,a9744e5b6a3e12346617d37c7a89306e868a6351ae1cbeb9574a330502f021c9,1920,1080,59.9744,3.9017
P03/Tôi khỏe/003.mov,P03,Tôi khỏe,003.mov,5311963,549c22ae3105d4be3d38651420df24b6fc996be3b89bb6e62ce667a0d193b33e,1920,1080,59.9714,3.5017
P03/Tôi khỏe/004.mov,P03,Tôi khỏe,004.mov,5601623,3a2e9a0c846a81813b09ed897bf7039a737549f17cac08cdfde9107e69c5c96c,1920,1080,59.9732,3.735
P03/Tôi khỏe/005.mov,P03,Tôi khỏe,005.mov,7138375,16acb6ad30a37d098e32a960637623859e6f60ae892a8e66e3f9ba3b3dd3bfaa,1920,1080,59.9573,4.6867
P03/Tôi khỏe/006.mov,P03,Tôi khỏe,006.mov,7154760,7a45ae192365572bb59f1e8455df107e1dcf522c1f9dbcea1c09c2b2ba250260,1920,1080,59.9576,4.72
P03/Tạm biệt/001.mov,P03,Tạm biệt,001.mov,5490452,9248da87ca93cd30cdd9ca901b729cdda318d78d1e1bec05205eeecd527420f6,1920,1080,59.972,3.5683
P03/Tạm biệt/002.mov,P03,Tạm biệt,002.mov,4695951,be1c314e049c0434d217c4a917db9dde38a92c2ef55f93cef34bc971bd988c8c,1920,1080,59.9671,3.035
P03/Tạm biệt/003.mov,P03,Tạm biệt,003.mov,4399571,27ad4b2f3e5dd404340bb915e77c75bf5046da68e1939407003a4a3b1d7a66c4,1920,1080,59.9645,2.8183
P03/Tạm biệt/004.mov,P03,Tạm biệt,004.mov,4582169,7f1ea6d452034bf3b32efc6f3a33e96a2481ce101e693a06c9325426fca9414b,1920,1080,59.9661,2.9517
P03/Tạm biệt/005.mov,P03,Tạm biệt,005.mov,6908274,dab630f69cd5ef917f97dd59514422092d97f37ca2b0ed174aeb590d9d583c86,1920,1080,59.9559,4.5367
P03/Tạm biệt/006.mov,P03,Tạm biệt,006.mov,6928191,87cab149475c42be073a9df82ba62d48fe7f4ab920a101943d164b0d35d83a06,1920,1080,59.9561,4.5533
P03/Về nhà cẩn thận/001.mov,P03,Về nhà cẩn thận,001.mov,7364098,ffa934d6f4150bde401583bc2add501fd2d59eab3cbd8be055d357c87bdef625,1920,1080,59.9586,4.8367
P03/Về nhà cẩn thận/002.mov,P03,Về nhà cẩn thận,002.mov,7528004,8f3953acc011f0b7792ec17d1491251d1f3088b9d9b269a530f9cbf9bcd1c5db,1920,1080,59.9595,4.9367
P03/Về nhà cẩn thận/003.mov,P03,Về nhà cẩn thận,003.mov,6391642,7305ae6ef2b0016c534c832bafaadd670dfc52575dfb3cd866c0b099392eb28d,1920,1080,59.9526,4.22
P03/Về nhà cẩn thận/004.mov,P03,Về nhà cẩn thận,004.mov,7311268,e8d80b15e69dda61e35d7a9b158cb68ef657e9a1afe7cd32cdfaf2f4efd02427,1920,1080,59.9581,4.77
P03/Về nhà cẩn thận/005.mov,P03,Về nhà cẩn thận,005.mov,9188198,7bbd3a7437324ad6d512773690302dace5861f2434e575d91eb497c64e4fbd13,1920,1080,59.967,6.0533
P03/Về nhà cẩn thận/006.mov,P03,Về nhà cẩn thận,006.mov,10179442,99d8440b416ef89e18239698f32b7a70e3abd132cd860e430ce0ac172478631e,1920,1080,59.9703,6.7367
P03/Xin chào/001.mov,P03,Xin chào,001.mov,4460762,fa9079ed0d9d3b3fa0b51e4ed07941c4ec2e65a4d30940b71415a87278a6bc0c,1920,1080,59.9651,2.8683
P03/Xin chào/002.mov,P03,Xin chào,002.mov,4902011,063753723ec2ea92dd3b0b56ed70cb644613413f94013d9a3d3233499d9a5a53,1920,1080,59.9684,3.1683
P03/Xin chào/003.mov,P03,Xin chào,003.mov,4735575,5acdd6a7864b69253c03e090d006d9b1d7e77c321116a593ecf1124b0ee24791,1920,1080,59.9676,3.085
P03/Xin chào/004.mov,P03,Xin chào,004.mov,5110995,c5bf6b39237ecce6cd3a5923ec5b3f6746c4016b93f1215cd2413d157ff970c6,1920,1080,59.97,3.335
P03/Xin chào/005.mov,P03,Xin chào,005.mov,5852662,d5f144fd5e258049e5448c83302aac6bc9980f782262feb1c4263b4364895322,1920,1080,59.9737,3.8017
P03/Xin chào/006.mov,P03,Xin chào,006.mov,6851913,317cee934b8b3e0e357a394a2ab01ea6690a40ab8ca29b4767ac653ae0671ff4,1920,1080,59.9556,4.5033
P03/Xin lỗi/001.mov,P03,Xin lỗi,001.mov,5557529,a7bd7b63ed9b05d8b82bd976eb8f82bad548df14d4261a7e391bc0f93e4444d1,1920,1080,59.945,3.6367
P03/Xin lỗi/002.mov,P03,Xin lỗi,002.mov,6482325,c05e42a62b32e93720988d81afec5da336482ac1439fd44095fcef68b16e1efb,1920,1080,59.9528,4.2367
P03/Xin lỗi/003.mov,P03,Xin lỗi,003.mov,6501854,f0752b94298f680675306bbe6217496eb1a0fca7443b56a261588c7677598517,1920,1080,59.9532,4.27
P03/Xin lỗi/004.mov,P03,Xin lỗi,004.mov,5839059,db74850013c694892dfd7a454401e34e4bf1460994434608bba69df5582af015,1920,1080,59.9469,3.77
P03/Xin lỗi/005.mov,P03,Xin lỗi,005.mov,6966770,63c5547f2cd540a9b5938f4ecd8c6d7a7741c0465b31f5b4175178c0819e03bf,1920,1080,59.9567,4.62
P03/Xin lỗi/006.mov,P03,Xin lỗi,006.mov,6699785,dd374398dc647c08d54c3e6de4b4dd2c6f3fdca8528b602ae72c3d05bde08a97,1920,1080,59.9546,4.4033
